millis	xpos	ypos	sX	sY	dpX	dpY	red	green	blue	opacity	A1	A2	A3	A4	L1	R1	L2	R2	S1	S2	M1	M2	up	down	left	right	anlgX	anlgY	anlgU	anlgV	x_mean	y_mean	joy1_int	joy2_int
1340144	243	527	10	297	133	286	179	116	248	45	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	128	364	0	0
1365012	178	-76	10	297	133	286	179	116	248	45	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	128	364	0	0
1365045	272	384	10	297	133	286	179	116	248	45	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	128	364	0	0
1365077	-63	46	10	297	133	286	179	116	248	45	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	128	364	0	0
1365114	39	588	10	297	133	286	179	116	248	45	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	128	364	0	0
1365144	229	756	10	297	133	286	179	116	248	45	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	128	364	0	0
1365181	89	186	10	297	133	286	179	116	248	45	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	128	364	0	0
1365213	-48	496	10	297	133	286	179	116	248	45	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	128	364	0	0
1365245	233	649	10	297	133	286	179	116	248	45	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	128	364	0	0
1365281	157	453	10	297	133	286	179	116	248	45	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	128	364	0	0
1365314	226	530	10	297	133	286	179	116	248	45	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	128	364	0	0
1365348	70	470	10	297	133	286	179	116	248	45	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	128	364	0	0
1365381	-74	506	10	297	133	286	179	116	248	45	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	128	364	0	0
1365414	-82	-111	10	297	133	286	179	116	248	45	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	128	364	0	0
