millis	xpos	ypos	sX	sY	dpX	dpY	red	green	blue	opacity	A1	A2	A3	A4	L1	R1	L2	R2	S1	S2	M1	M2	up	down	left	right	anlgX	anlgY	anlgU	anlgV	joy1_int	joy2_int
272958	559	606	313	382	300	135	0	0	0	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11372554	0.0	0.0	0.0	5	0
272990	888	602	313	382	300	135	0	0	0	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3803922	0.0	0.0	0.0	19	0
273022	923	439	313	382	300	135	0	0	0	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5921569	0.0	0.0	0.0	29	0
273057	689	408	313	382	300	135	0	1	1	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94509804	0.0	0.0	0.0	47	0
273091	503	480	313	382	300	135	0	2	2	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0.0	50	0
273123	435	469	313	382	300	135	0	4	4	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0.0	50	0
273158	216	344	313	382	300	135	0	6	6	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0.0	0.0	0.0	50	0
273190	607	588	313	382	300	135	0	8	8	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-0.12941176	0.0	0.0	56	0
273222	53	512	313	382	300	135	0	10	10	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-0.19215685	0.0	0.0	59	0
273257	544	442	313	382	300	135	0	12	12	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-0.3490196	0.0	0.0	67	0
273291	892	395	313	382	300	135	0	14	14	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-0.47450978	0.0	0.0	73	0
273324	101	240	313	382	300	135	0	16	16	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-0.8509804	0.0	0.0	92	0
273357	553	324	313	382	300	135	0	19	19	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
273389	409	491	313	382	300	135	0	23	23	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
273423	400	361	313	382	300	135	0	27	27	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
273457	683	532	313	382	300	135	0	31	31	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
273491	346	230	313	382	300	135	0	35	35	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
273523	678	228	313	382	300	135	0	39	39	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
273558	783	177	313	382	300	135	0	43	43	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
273590	690	411	313	382	300	135	0	47	47	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
273625	1280	337	313	382	300	135	0	51	51	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-0.8117647	0.0	0.0	90	0
273656	262	630	313	382	300	135	0	54	54	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7647059	-0.5921569	0.0	0.0	67	0
274122	623	438	313	382	300	135	0	56	56	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11372554	-0.17647058	0.0	0.0	14	0
274158	1004	469	313	382	300	135	0	56	56	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3803922	-0.41176468	0.0	0.0	39	0
274189	617	548	313	382	300	135	0	57	57	42	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75686276	-0.7411765	0.0	0.0	74	0
