millis	xpos	ypos	sX	sY	dpX	dpY	red	green	blue	opacity	A1	A2	A3	A4	L1	R1	L2	R2	S1	S2	M1	M2	up	down	left	right	anlgX	anlgY	anlgU	anlgV	joy1_int	joy2_int
467437	801	676	368	45	237	106	0	0	4	194	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0	0
469135	844	624	368	45	237	106	0	0	4	194	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0
469183	766	733	368	45	237	106	0	0	4	194	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0
469235	874	610	368	45	237	106	0	0	4	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0
469285	1027	548	368	45	237	106	0	0	111	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0
469335	1065	690	368	45	237	106	0	0	112	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0
469383	1006	799	368	45	237	106	0	0	143	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0
469434	622	816	368	45	237	106	0	0	80	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0
469485	958	719	368	45	237	106	0	0	112	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0
469535	672	581	368	45	237	106	0	0	187	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0
469583	1577	652	368	45	237	106	0	0	42	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0
469634	723	511	368	45	237	106	0	0	100	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0
469685	888	471	368	45	237	106	0	0	176	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0
469735	1303	562	368	45	237	106	0	0	73	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0
469786	811	615	368	45	237	106	0	0	87	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0
469834	660	657	368	45	237	106	0	0	52	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0
469885	1120	679	368	45	237	106	0	0	109	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.17647064	0.0	0.0	0.0	8	0
469935	1176	583	368	45	237	106	0	0	15	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.47450984	-0.15294117	0.0	0.0	31	0
469983	691	828	368	45	237	106	0	0	107	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.8117647	-0.18431371	0.0	0.0	49	0
470031	599	392	368	45	237	106	0	0	71	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.96862745	-0.23921567	0.0	0.0	60	0
470082	464	669	368	45	237	106	0	0	112	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-0.41176468	0.0	0.0	70	0
470135	755	552	368	45	237	106	0	0	100	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-0.5921569	0.0	0.0	79	0
470186	1027	492	368	45	237	106	0	0	241	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-0.7411765	0.0	0.0	87	0
470234	999	621	368	45	237	106	0	0	155	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-0.8666667	0.0	0.0	93	0
470285	485	438	368	45	237	106	0	0	250	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
470333	1302	842	368	45	237	106	0	0	16	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
470386	466	726	368	45	237	106	0	0	92	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
470434	724	546	368	45	237	106	0	0	18	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
470482	1270	666	368	45	237	106	0	0	202	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
470535	1057	687	368	45	237	106	0	0	79	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
470583	1267	551	368	45	237	106	0	0	191	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
470634	856	516	368	45	237	106	0	0	28	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
470685	1133	762	368	45	237	106	0	0	162	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
470735	939	492	368	45	237	106	0	0	168	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
470783	1083	554	368	45	237	106	0	0	68	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
470834	1096	619	368	45	237	106	0	0	209	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
470885	974	508	368	45	237	106	0	0	146	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
470935	863	673	368	45	237	106	0	0	4	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
470983	852	666	368	45	237	106	0	0	173	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
471034	906	457	368	45	237	106	0	0	141	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
471085	931	725	368	45	237	106	0	0	153	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
471135	814	521	368	45	237	106	0	0	253	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
471183	1014	432	368	45	237	106	0	0	255	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
471234	784	545	368	45	237	106	0	0	164	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
471285	1188	417	368	45	237	106	0	0	32	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
471335	1268	873	368	45	237	106	0	0	44	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
471383	601	748	368	45	237	106	0	0	29	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
471434	912	686	368	45	237	106	0	0	38	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
471485	772	485	368	45	237	106	0	0	207	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
471535	774	535	368	45	237	106	0	0	13	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
471584	926	605	368	45	237	106	0	0	12	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
471634	883	644	368	45	237	106	0	0	195	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
471685	1147	695	368	45	237	106	0	0	185	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
471735	850	507	368	45	237	106	0	0	64	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
471786	631	570	368	45	237	106	0	0	26	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
471834	949	529	368	45	237	106	0	0	177	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
471885	1135	602	368	45	237	106	0	0	196	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
471935	1078	798	368	45	237	106	0	0	213	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
471984	945	535	368	45	237	106	0	0	224	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
472035	1225	646	368	45	237	106	0	0	9	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
472085	1049	561	368	45	237	106	0	0	26	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
472135	854	726	368	45	237	106	0	0	10	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
472185	1213	540	368	45	237	106	0	0	91	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
472235	1099	562	368	45	237	106	0	0	134	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
472285	1365	530	368	45	237	106	0	0	47	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
472335	926	743	368	45	237	106	0	0	225	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
472385	981	536	368	45	237	106	0	0	255	194	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	100	0
