millis	xpos	ypos	sX	sY	dpX	dpY	red	green	blue	opacity	A1	A2	A3	A4	L1	R1	L2	R2	S1	S2	M1	M2	up	down	left	right	anlgX	anlgY	anlgU	anlgV	x_mean	y_mean	joy1_int	joy2_int
1491829	713	688	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1010	668	0	0
1495262	816	658	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.16078436	0.0	1010	668	0	8
1495294	1351	676	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.37254906	0.0	1010	668	0	18
1495329	1163	683	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.19215685	0.0	0.654902	0.0	1010	668	-10	32
1495362	941	610	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.45098037	0.0	1.0	-0.16862744	1010	668	-23	58
1495395	671	683	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.73333335	-0.18431371	1.0	-0.19999999	1010	668	-28	60
1495429	834	608	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.29411763	1.0	-0.19999999	1010	668	-36	60
1495462	911	657	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.29411763	1.0	-0.19999999	1010	668	-36	60
1495495	1335	532	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.29411763	1.0	0.0	1010	668	-36	50
1495528	819	563	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.29411763	0.96862745	0.0	1010	668	-36	48
1495561	856	666	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.32549018	0.49803925	0.0	1010	668	-34	24
1495595	886	686	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.73333335	-0.32549018	0.0	0.0	1010	668	-21	0
1495628	882	716	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.21568626	-0.24705881	0.0	0.0	1010	668	1	0
1495661	748	727	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	-0.15294117	0.0	0.0	1010	668	7	0
1495694	823	620	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15294123	0.0	0.0	0.0	1010	668	7	0
1495727	1148	635	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24705887	0.0	0.0	0.0	1010	668	12	0
1495761	788	647	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18431377	0.0	0.0	0.0	1010	668	9	0
1495794	1110	658	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.38823533	0.0	-0.15294117	1010	668	-20	7
1495827	849	582	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.9529412	0.0	-0.3960784	1010	668	-48	19
1495861	892	681	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.19999999	1.0	0.45098042	-1.0	1010	668	-61	72
1495894	881	679	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3333333	1.0	0.47450984	-1.0	1010	668	-67	73
1495927	1269	657	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.40392154	1.0	0.5058824	-1.0	1010	668	-71	75
1495960	1085	590	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4980392	1.0	0.5764706	-1.0	1010	668	-75	78
1495994	981	669	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.6627451	0.8745098	0.6	-1.0	1010	668	-77	80
1496027	1169	737	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.88235295	0.0	0.6	-1.0	1010	668	-45	80
1496060	1134	603	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.8117647	0.30980396	-0.45098037	1010	668	-10	38
1496094	698	623	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0.0	0.22352946	1010	668	0	-12
1496127	861	729	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0.0	0.7176471	1010	668	0	-36
1496159	1153	692	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0.0	1.0	1010	668	0	-50
1496193	1092	656	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0.0	1.0	1010	668	0	-50
1496227	625	707	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9764706	-1.0	0.0	1.0	1010	668	1	-50
1496260	921	681	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.92941177	-1.0	0.0	1.0	1010	668	3	-50
1496292	1012	755	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.88235295	-1.0	0.0	1.0	1010	668	5	-50
1496326	1293	614	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.654902	-0.8745098	0.32549024	0.7882353	1010	668	10	-24
1496359	801	690	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	-0.23921567	0.45098042	0.4431373	1010	668	11	0
1496396	1315	576	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.47450984	0.0	1010	668	0	23
1496426	619	592	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.47450984	0.0	1010	668	0	23
1496460	720	622	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15294123	0.0	0.45098042	-0.1607843	1010	668	7	30
1496493	881	754	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22352946	0.20784318	0.35686278	-0.19999999	1010	668	0	27
1496526	912	614	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2313726	0.22352946	0.16078436	-0.2235294	1010	668	0	19
1496562	1222	795	60	9	202	51	224	54	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2313726	0.1686275	0.0	-0.19215685	1010	668	3	9
1499493	1017	653	60	9	202	51	224	54	5	4	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	1010	668	0	0
1499526	995	647	60	9	202	51	224	54	5	6	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	1010	668	0	0
1499559	1019	749	60	9	202	51	224	54	5	8	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	1010	668	0	0
1499593	930	651	60	9	202	51	224	54	5	10	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	1010	668	0	0
1499626	918	656	60	9	202	51	224	54	5	12	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	1010	668	0	0
1499659	1079	574	60	9	202	51	224	54	5	14	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	1010	668	0	0
1499692	947	710	60	9	202	51	224	54	5	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	1010	668	0	0
1500459	1030	621	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.15294117	0.0	0.18431377	0.0	1010	668	-8	9
1500494	1239	706	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.23921567	0.0	0.427451	0.0	1010	668	-12	21
1500527	747	685	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.54509807	-0.1607843	0.79607844	0.0	1010	668	-20	39
1500562	1163	709	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.88235295	-0.2235294	1.0	0.0	1010	668	-33	50
1500594	1501	578	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.27058822	1.0	0.0	1010	668	-37	50
1500627	897	675	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.27843136	1.0	0.0	1010	668	-37	50
1500661	910	643	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.27843136	1.0	0.0	1010	668	-37	50
1500694	662	640	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.27843136	1.0	0.0	1010	668	-37	50
1500726	1161	699	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.27843136	0.7411765	-0.1607843	1010	668	-37	45
1500761	1310	690	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.3098039	0.17647064	-0.1607843	1010	668	-35	16
1500796	1163	648	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8666667	-0.3490196	0.0	0.0	1010	668	-26	0
1500827	923	710	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.23921567	-0.27843136	0.0	0.0	1010	668	1	0
1500860	575	666	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	-0.1607843	0.0	0.0	1010	668	8	0
1500963	1092	710	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	-0.2235294	1010	668	0	11
1500992	550	689	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.2313726	0.45882356	-0.54509807	1010	668	-12	50
1501028	1128	608	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3960784	0.41960788	1.0	-1.0	1010	668	-41	100
1501060	833	686	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.73333335	0.6156863	1.0	-1.0	1010	668	-68	100
1501092	1328	635	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0.62352943	1.0	-1.0	1010	668	-82	100
1501125	890	588	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0.5764706	1.0	-1.0	1010	668	-79	100
1501162	979	601	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0.16078436	1.0	-1.0	1010	668	-59	100
1501193	957	696	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.27058822	1.0	-0.8980392	1010	668	-37	94
1501225	1290	642	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.5294118	0.8117647	-0.41960782	1010	668	-24	61
1501259	1032	655	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	0.32549024	0.0	1010	668	0	16
1501292	595	606	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8352941	-1.0	0.0	0.2313726	1010	668	8	-12
1501326	917	630	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.54509807	-1.0	0.0	0.27058828	1010	668	22	-14
1501358	1064	682	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.27058822	-1.0	-0.27843136	0.3803922	1010	668	36	-33
1501392	1049	650	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	-1.0	-0.4352941	0.4431373	1010	668	50	-44
1501425	1091	620	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35686278	-1.0	-0.6313726	0.45098042	1010	668	67	-55
1501458	1141	640	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5921569	-0.79607844	-0.7254902	0.38823533	1010	668	69	-56
1501491	878	670	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7490196	-0.5372549	-0.8509804	0.26274514	1010	668	64	-56
1501526	1215	670	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8352941	-0.26274508	-0.94509804	0.0	1010	668	54	-48
1501558	750	686	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8509804	0.0	-0.99215686	-0.15294117	1010	668	42	-42
1501594	1251	603	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58431375	0.0	-0.8352941	-0.52156866	1010	668	29	-16
1501626	1314	724	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.427451	0.0	-0.60784316	-0.67058825	1010	668	21	3
1501663	999	695	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.22352946	-1.0	1010	668	0	61
1501694	1450	652	60	9	202	51	224	54	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.654902	0.0	0.62352943	-1.0	1010	668	-33	81
