millis	xpos	ypos	sX	sY	dpX	dpY	red	green	blue	opacity	A1	A2	A3	A4	L1	R1	L2	R2	S1	S2	M1	M2	up	down	left	right	anlgX	anlgY	anlgU	anlgV	x_mean	y_mean	joy1_int	joy2_int
1939075	790	440	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1939672	784	857	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.46666664	-0.3490196	0.0	0.0	840	420	-6	0
1939705	855	254	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8509804	-0.62352943	0.0	0.0	840	420	-12	0
1939738	814	624	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.99215686	-0.7490196	0.0	0.0	840	420	-13	0
1939770	852	700	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7882353	-0.77254903	0.0	0.0	840	420	-1	0
1939805	742	690	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.30196077	-0.6862745	0.0	0.0	840	420	19	0
1939838	947	779	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2313726	-0.654902	0.0	0.0	840	420	44	0
1939872	864	338	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4666667	-0.77254903	0.0	0.0	840	420	61	0
1939905	844	296	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56078434	-0.8039216	0.0	0.0	840	420	68	0
1939938	750	-45	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6627451	-0.8039216	0.0	0.0	840	420	73	0
1939971	841	566	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6627451	-0.8039216	0.0	0.0	840	420	73	0
1940004	843	555	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39607847	-0.77254903	0.0	0.0	840	420	58	0
1940037	811	269	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	-0.73333335	0.0	0.0	840	420	36	0
1940071	918	226	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.24705881	-0.5686275	0.0	0.0	840	420	16	0
1940104	804	445	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.6313726	-0.46666664	0.0	0.0	840	420	-9	0
1940137	752	805	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.52156866	0.0	0.0	840	420	-24	0
1940170	863	483	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.4980392	0.0	0.0	840	420	-26	0
1940202	718	786	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.32549018	0.0	0.0	840	420	-34	0
1940236	879	377	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-0.17647058	0.0	0.0	840	420	-42	0
1940268	830	635	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0.0	0.0	0.0	840	420	-50	0
1940306	964	436	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0.0	0.0	0.0	840	420	-50	0
1940338	858	428	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0.15294123	0.0	0.0	840	420	-58	0
1940370	866	557	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0.27058828	0.0	0.0	840	420	-64	0
1940402	698	252	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0.4901961	0.0	0.0	840	420	-75	0
1940437	780	240	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.81960785	0.5921569	0.0	0.0	840	420	-71	0
1940470	860	384	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.27843136	0.35686278	0.0	0.0	840	420	-32	0
1940669	960	403	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15294123	-0.23137254	0.0	0.0	840	420	19	0
1940703	841	339	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22352946	-0.26274508	0.0	0.0	840	420	24	0
1940735	802	217	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22352946	-0.26274508	0.0	0.0	840	420	24	0
1940769	856	174	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2313726	-0.26274508	0.0	0.0	840	420	24	0
1940801	837	471	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26274514	-0.26274508	0.0	0.0	840	420	26	0
1940834	708	307	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3176471	-0.18431371	0.0	0.0	840	420	25	0
1940869	859	4	1	800	74	235	133	153	237	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28627455	0.0	0.0	0.0	840	420	14	0
1941368	894	530	285	272	137	282	133	153	237	255	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1941401	539	175	128	351	154	233	175	179	254	255	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1941437	598	448	424	70	38	378	232	76	110	255	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1941467	817	-96	385	105	55	312	217	10	184	255	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1941500	840	1220	163	387	39	353	112	7	51	255	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1941705	797	1120	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.27843136	0.21568632	0.0	0.0	840	420	-25	0
1941738	815	742	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.6627451	0.45098042	0.0	0.0	840	420	-56	0
1941770	865	422	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8980392	0.5137255	0.0	0.0	840	420	-71	0
1941802	810	187	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0.4666667	0.0	0.0	840	420	-74	0
1941833	877	200	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0.0	0.0	0.0	840	420	-50	0
1941866	739	206	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4823529	-0.34117645	0.0	0.0	840	420	-8	0
1941905	861	805	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	-0.5137255	0.0	0.0	840	420	25	0
1941933	846	-19	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	-0.827451	0.0	0.0	840	420	41	0
1941967	839	651	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26274514	-0.94509804	0.0	0.0	840	420	60	0
1942000	808	516	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48235297	-0.8980392	0.0	0.0	840	420	69	0
1942033	786	37	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5764706	-0.827451	0.0	0.0	840	420	70	0
1942071	902	1100	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49803925	-0.45098037	0.0	0.0	840	420	47	0
1942166	861	325	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.26274508	0.0	0.0	0.0	840	420	-14	0
1942199	865	451	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.372549	0.0	0.0	0.0	840	420	-19	0
1942232	890	502	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3960784	0.0	0.0	0.0	840	420	-20	0
1942271	786	676	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3960784	0.0	0.0	0.0	840	420	-20	0
1942298	944	368	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.49019605	0.0	0.0	0.0	840	420	-25	0
1942332	860	406	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8980392	0.0	0.0	0.0	840	420	-45	0
1942365	762	635	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0.0	0.0	0.0	840	420	-50	0
1942397	771	982	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0.0	0.0	0.0	840	420	-50	0
1942432	913	200	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0.0	0.0	0.0	840	420	-50	0
1942465	816	214	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8352941	0.0	0.0	0.0	840	420	-42	0
1942503	869	242	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.31764704	0.0	0.0	0.0	840	420	-16	0
1942538	850	733	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1607843	0.0	0.0	0.0	840	420	-9	0
1942698	851	1	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15294123	-0.18431371	0.0	0.0	840	420	16	0
1942732	850	192	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6156863	-0.42745095	0.0	0.0	840	420	52	0
1942765	835	663	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	840	420	100	0
1942805	817	258	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	840	420	100	0
1942835	856	34	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	840	420	100	0
1942865	882	880	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	840	420	100	0
1942903	891	226	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9372549	-1.0	0.0	0.0	840	420	96	0
1942940	832	1141	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92156863	-0.9372549	0.0	0.0	840	420	92	0
1942970	844	314	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.827451	-0.77254903	0.0	0.0	840	420	80	0
1943002	809	521	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49803925	-0.4352941	0.0	0.0	840	420	46	0
1943139	859	534	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25490195	0.0	0.0	0.0	840	420	-13	0
1943170	817	87	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25490195	0.0	0.0	0.0	840	420	-13	0
1943202	767	416	163	387	39	353	181	115	85	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.16862744	0.0	0.0	0.0	840	420	-9	0
1943336	818	982	453	492	176	324	181	115	85	255	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1943372	904	822	408	65	325	230	232	219	33	255	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1943403	562	627	111	280	96	155	63	197	84	255	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1943434	983	373	394	59	12	365	200	205	41	255	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1943602	858	784	394	59	12	365	177	162	112	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.6313726	0.35686278	0.0	0.0	840	420	-50	0
1943634	853	909	394	59	12	365	177	162	112	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0.654902	0.0	0.0	840	420	-83	0
1943669	824	693	394	59	12	365	177	162	112	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0.69411767	0.0	0.0	840	420	-85	0
1943702	812	620	394	59	12	365	177	162	112	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0.70980394	0.0	0.0	840	420	-86	0
1943733	840	1040	394	59	12	365	177	162	112	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0.70980394	0.0	0.0	840	420	-86	0
1943768	822	833	394	59	12	365	177	162	112	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0.5921569	0.0	0.0	840	420	-80	0
1943800	831	1002	394	59	12	365	177	162	112	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0.35686278	0.0	0.0	840	420	-68	0
1943834	841	577	394	59	12	365	177	162	112	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7490196	-0.3490196	0.0	0.0	840	420	-21	0
1943868	841	1017	394	59	12	365	177	162	112	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	-0.8039216	0.0	0.0	840	420	40	0
1943902	837	728	394	59	12	365	177	162	112	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	-1.0	0.0	0.0	840	420	50	0
1943935	845	669	394	59	12	365	177	162	112	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30196083	-1.0	0.0	0.0	840	420	65	0
1943968	867	520	394	59	12	365	177	162	112	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41176474	-1.0	0.0	0.0	840	420	70	0
1943999	833	469	394	59	12	365	177	162	112	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45098042	-1.0	0.0	0.0	840	420	72	0
1944034	860	409	394	59	12	365	177	162	112	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7411765	-1.0	0.0	0.0	840	420	87	0
1944068	824	898	394	59	12	365	177	162	112	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	840	420	100	0
1944098	841	512	394	59	12	365	177	162	112	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	840	420	100	0
1944135	858	267	394	59	12	365	177	162	112	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	840	420	100	0
1944168	849	325	394	59	12	365	177	162	112	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	840	420	100	0
1944200	848	75	394	59	12	365	177	162	112	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	840	420	100	0
1944234	841	1096	394	59	12	365	177	162	112	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	840	420	100	0
1944266	840	717	394	59	12	365	177	162	112	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	-1.0	0.0	0.0	840	420	100	0
1944298	821	624	394	59	12	365	177	162	112	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5529412	-0.79607844	0.0	0.0	840	420	67	0
