millis	xpos	ypos	sX	sY	dpX	dpY	red	green	blue	opacity	A1	A2	A3	A4	L1	R1	L2	R2	S1	S2	M1	M2	up	down	left	right	anlgX	anlgY	anlgU	anlgV	x_mean	y_mean	joy1_int	joy2_int
1947604	826	-42	394	59	12	365	177	162	112	255	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1948168	825	854	394	59	12	365	177	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1948202	851	890	394	59	12	365	177	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1948235	833	501	394	59	12	365	177	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1948268	844	400	394	59	12	365	177	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1948301	842	117	394	59	12	365	177	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1948335	848	527	394	59	12	365	177	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1948368	827	284	394	59	12	365	177	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1948401	860	375	394	59	12	365	177	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1948434	842	220	394	59	12	365	177	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1948468	861	570	394	59	12	365	177	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1948501	841	947	394	59	12	365	177	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1948534	840	519	394	59	12	365	177	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1948567	831	-195	394	59	12	365	177	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1948607	857	369	394	59	12	365	177	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1948634	837	99	394	59	12	365	177	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1948667	843	296	394	59	12	365	177	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1948700	850	880	394	59	12	365	177	162	112	255	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1948734	865	448	394	59	12	365	1	162	112	255	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1948767	838	423	394	59	12	365	242	162	112	255	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1948804	855	340	394	59	12	365	173	162	112	255	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1948833	842	479	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1948866	837	-21	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1948900	838	511	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1948933	856	557	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1948966	845	208	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1949000	830	870	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1949033	837	249	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1949071	852	589	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1949099	830	421	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1949133	835	262	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1949166	856	175	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1949199	815	663	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1949237	843	259	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1949266	841	1005	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1949299	836	447	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1949332	849	725	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1949365	860	836	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1949399	869	326	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1949432	851	-267	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1949465	836	-302	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1949498	854	826	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1949537	833	611	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1949571	854	95	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1949598	840	932	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1949638	871	543	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1949665	822	-42	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1949698	847	101	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
1949731	835	438	394	59	12	365	13	162	112	255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	840	420	0	0
